Gene stable ID,f1fd4b74-1bd9-4ca1-a437-930df81489c0
ENSG00000253545,0
ENSG00000253546,0
ENSG00000253547,0
ENSG00000253548,0
ENSG00000253549,237
ENSG00000253550,2
ENSG00000253551,0
ENSG00000253552,25
ENSG00000253553,3
ENSG00000253554,0
ENSG00000253555,0
ENSG00000253556,0
ENSG00000253557,0
ENSG00000253558,1
ENSG00000253559,12
ENSG00000253560,0
ENSG00000253561,0
ENSG00000253562,0
ENSG00000253563,0
ENSG00000253564,0
ENSG00000253567,0
ENSG00000253568,0
ENSG00000253569,0
ENSG00000253570,13
ENSG00000253571,0
ENSG00000253572,0
ENSG00000253573,0
ENSG00000253574,0
ENSG00000253576,0
ENSG00000253577,0
ENSG00000253578,0
ENSG00000253579,0
ENSG00000253580,0
ENSG00000253581,0
ENSG00000253582,5
ENSG00000253583,0
ENSG00000253584,0
ENSG00000253585,2
ENSG00000253586,0
ENSG00000253587,0
ENSG00000253588,0
ENSG00000253590,0
ENSG00000253591,0
ENSG00000253592,0
ENSG00000253593,0
ENSG00000253595,0
ENSG00000253596,0
ENSG00000253598,22
ENSG00000253600,0
ENSG00000253602,0
ENSG00000253603,0
ENSG00000253604,0
ENSG00000253605,15
ENSG00000253606,0
ENSG00000253607,5
ENSG00000253608,0
ENSG00000253610,0
ENSG00000253611,0
ENSG00000253612,0
ENSG00000253613,0
ENSG00000253614,0
ENSG00000253615,0
ENSG00000253616,0
ENSG00000253617,0
ENSG00000253618,4
ENSG00000253619,0
ENSG00000253620,10
ENSG00000253621,0
ENSG00000253622,21
ENSG00000253623,0
ENSG00000253625,0
ENSG00000253626,39
ENSG00000253627,0
ENSG00000253628,0
ENSG00000253629,0
ENSG00000253630,0
ENSG00000253631,0
ENSG00000253632,2
ENSG00000253633,3
ENSG00000253634,0
ENSG00000253635,0
ENSG00000253636,18
ENSG00000253637,0
ENSG00000253638,0
ENSG00000253639,0
ENSG00000253641,36
ENSG00000253642,0
ENSG00000253643,0
ENSG00000253644,0
ENSG00000253645,0
ENSG00000253646,0
ENSG00000253647,0
ENSG00000253648,0
ENSG00000253649,5
ENSG00000253650,0
ENSG00000253651,0
ENSG00000253652,0
ENSG00000253653,0
ENSG00000253654,0
ENSG00000253655,1
ENSG00000253656,0
ENSG00000253657,0
ENSG00000253658,0
ENSG00000253659,0
ENSG00000253660,0
ENSG00000253661,23
ENSG00000253663,0
ENSG00000253664,0
ENSG00000253665,0
ENSG00000253666,0
ENSG00000253667,2
ENSG00000253668,0
ENSG00000253669,25
ENSG00000253670,0
ENSG00000253671,14
ENSG00000253672,0
ENSG00000253673,6
ENSG00000253674,0
ENSG00000253675,0
ENSG00000253676,3
ENSG00000253677,0
ENSG00000253678,0
ENSG00000253679,0
ENSG00000253680,0
ENSG00000253681,0
ENSG00000253682,0
ENSG00000253683,62
ENSG00000253684,0
ENSG00000253685,0
ENSG00000253686,0
ENSG00000253687,0
ENSG00000253688,1
ENSG00000253690,0
ENSG00000253691,0
ENSG00000253692,0
ENSG00000253693,0
ENSG00000253695,0
ENSG00000253696,0
ENSG00000253697,0
ENSG00000253698,0
ENSG00000253699,1
ENSG00000253701,1
ENSG00000253702,0
ENSG00000253703,0
ENSG00000253704,8
ENSG00000253706,0
ENSG00000253707,0
ENSG00000253708,0
ENSG00000253709,0
ENSG00000253710,180
ENSG00000253711,1
ENSG00000253712,0
ENSG00000253713,0
ENSG00000253714,0
ENSG00000253715,0
ENSG00000253716,136
ENSG00000253717,0
ENSG00000253719,6136
ENSG00000253720,0
ENSG00000253721,1
ENSG00000253722,0
ENSG00000253723,0
ENSG00000253725,0
ENSG00000253726,0
ENSG00000253728,0
ENSG00000253729,4936
ENSG00000253730,5
ENSG00000253731,78
ENSG00000253732,0
ENSG00000253733,0
ENSG00000253734,0
ENSG00000253735,0
ENSG00000253736,0
ENSG00000253737,0
ENSG00000253738,738
ENSG00000253739,2
ENSG00000253740,0
ENSG00000253741,5
ENSG00000253742,0
ENSG00000253743,0
ENSG00000253744,0
ENSG00000253745,0
ENSG00000253746,9
ENSG00000253747,0
ENSG00000253748,0
ENSG00000253749,0
ENSG00000253750,0
ENSG00000253752,0
ENSG00000253754,0
ENSG00000253755,66
ENSG00000253756,0
ENSG00000253759,0
ENSG00000253760,0
ENSG00000253762,0
ENSG00000253763,0
ENSG00000253764,0
ENSG00000253765,0
ENSG00000253766,0
ENSG00000253767,9
ENSG00000253768,53
ENSG00000253770,0
ENSG00000253771,14
ENSG00000253772,1
ENSG00000253773,52
ENSG00000253774,0
ENSG00000253775,0
ENSG00000253776,0
ENSG00000253777,0
ENSG00000253778,0
ENSG00000253779,0
ENSG00000253780,0
ENSG00000253781,0
ENSG00000253782,0
ENSG00000253783,0
ENSG00000253784,0
ENSG00000253785,10
ENSG00000253786,0
ENSG00000253787,0
ENSG00000253789,0
ENSG00000253790,0
ENSG00000253792,0
ENSG00000253793,0
ENSG00000253794,0
ENSG00000253795,0
ENSG00000253796,0
ENSG00000253797,735
ENSG00000253798,0
ENSG00000253799,0
ENSG00000253800,0
ENSG00000253801,0
ENSG00000253802,1776
ENSG00000253803,0
ENSG00000253805,0
ENSG00000253806,0
ENSG00000253807,0
ENSG00000253808,0
ENSG00000253809,0
ENSG00000253810,4
ENSG00000253811,2
ENSG00000253813,0
ENSG00000253814,0
ENSG00000253816,5
ENSG00000253817,0
ENSG00000253818,9
ENSG00000253819,0
ENSG00000253820,0
ENSG00000253821,0
ENSG00000253822,0
ENSG00000253823,0
ENSG00000253824,2
ENSG00000253825,0
ENSG00000253826,0
ENSG00000253828,0
ENSG00000253829,15
ENSG00000253831,0
ENSG00000253832,0
ENSG00000253833,0
ENSG00000253834,0
ENSG00000253836,0
ENSG00000253837,8
ENSG00000253838,0
ENSG00000253839,0
ENSG00000253840,0
ENSG00000253841,0
ENSG00000253842,0
ENSG00000253843,0
ENSG00000253844,16
ENSG00000253845,0
ENSG00000253846,184
ENSG00000253848,2
ENSG00000253849,0
ENSG00000253851,0
ENSG00000253852,0
ENSG00000253853,0
ENSG00000253854,23
ENSG00000253855,0
ENSG00000253857,0
ENSG00000253858,0
ENSG00000253859,0
ENSG00000253860,0
ENSG00000253861,0
ENSG00000253862,0
ENSG00000253865,0
ENSG00000253866,0
ENSG00000253868,0
ENSG00000253869,1
ENSG00000253870,0
ENSG00000253871,0
ENSG00000253872,0
ENSG00000253873,50
ENSG00000253874,0
ENSG00000253875,0
ENSG00000253877,0
ENSG00000253878,27
ENSG00000253879,0
ENSG00000253880,0
ENSG00000253881,0
ENSG00000253882,8
ENSG00000253883,0
ENSG00000253884,0
ENSG00000253885,0
ENSG00000253886,0
ENSG00000253887,0
ENSG00000253888,0
ENSG00000253889,0
ENSG00000253891,0
ENSG00000253892,0
ENSG00000253893,0
ENSG00000253894,0
ENSG00000253895,0
ENSG00000253896,0
ENSG00000253897,0
ENSG00000253898,0
ENSG00000253899,0
ENSG00000253900,30
ENSG00000253901,0
ENSG00000253903,0
ENSG00000253906,0
ENSG00000253907,0
ENSG00000253908,0
ENSG00000253910,19
ENSG00000253911,0
ENSG00000253912,0
ENSG00000253913,0
ENSG00000253915,0
ENSG00000253916,0
ENSG00000253917,0
ENSG00000253919,0
ENSG00000253920,0
ENSG00000253921,4
ENSG00000253923,0
ENSG00000253924,0
ENSG00000253925,0
ENSG00000253926,0
ENSG00000253927,0
ENSG00000253929,0
ENSG00000253930,27
ENSG00000253931,0
ENSG00000253932,0
ENSG00000253934,0
ENSG00000253935,0
ENSG00000253936,0
ENSG00000253937,0
ENSG00000253939,0
ENSG00000253940,0
ENSG00000253941,0
ENSG00000253942,6
ENSG00000253943,1
ENSG00000253944,0
ENSG00000253945,0
ENSG00000253946,0
ENSG00000253947,0
ENSG00000253948,39
ENSG00000253949,0
ENSG00000253951,0
ENSG00000253952,0
ENSG00000253953,13
ENSG00000253954,6
ENSG00000253955,3
ENSG00000253956,0
ENSG00000253957,0
ENSG00000253958,773
ENSG00000253959,11
ENSG00000253960,0
ENSG00000253961,0
ENSG00000253963,0
ENSG00000253964,0
ENSG00000253965,0
ENSG00000253966,0
ENSG00000253967,0
ENSG00000253968,0
ENSG00000253970,0
ENSG00000253971,1
ENSG00000253972,0
ENSG00000253973,0
ENSG00000253974,0
ENSG00000253975,0
ENSG00000253976,0
ENSG00000253977,0
ENSG00000253978,20
ENSG00000253979,0
ENSG00000253980,0
ENSG00000253981,5
ENSG00000253982,470
ENSG00000253983,25
ENSG00000253985,0
ENSG00000253986,4
ENSG00000253988,0
ENSG00000253989,0
ENSG00000253991,0
ENSG00000253992,0
ENSG00000253993,1
ENSG00000253994,0
ENSG00000253995,0
ENSG00000253997,0
ENSG00000253998,0
ENSG00000253999,0
ENSG00000254000,0
ENSG00000254001,0
ENSG00000254002,0
ENSG00000254003,0
ENSG00000254004,1591
ENSG00000254006,0
ENSG00000254007,0
ENSG00000254008,0
ENSG00000254009,0
ENSG00000254010,0
ENSG00000254011,3
ENSG00000254012,1
ENSG00000254013,0
ENSG00000254014,0
ENSG00000254015,0
ENSG00000254016,16
ENSG00000254017,4
ENSG00000254018,0
ENSG00000254019,0
ENSG00000254020,0
ENSG00000254021,0
ENSG00000254023,0
ENSG00000254024,23
ENSG00000254025,0
ENSG00000254026,0
ENSG00000254027,3
ENSG00000254028,0
ENSG00000254029,0
ENSG00000254030,0
ENSG00000254031,3
ENSG00000254033,0
ENSG00000254034,5
ENSG00000254035,0
ENSG00000254036,0
ENSG00000254037,0
ENSG00000254038,0
ENSG00000254039,0
ENSG00000254040,8
ENSG00000254041,0
ENSG00000254042,32
ENSG00000254043,0
ENSG00000254044,0
ENSG00000254045,0
ENSG00000254046,0
ENSG00000254047,0
ENSG00000254048,0
ENSG00000254049,0
ENSG00000254050,0
ENSG00000254051,0
ENSG00000254052,0
ENSG00000254053,0
ENSG00000254054,0
ENSG00000254055,0
ENSG00000254056,0
ENSG00000254057,2
ENSG00000254060,0
ENSG00000254061,0
ENSG00000254063,0
ENSG00000254064,0
ENSG00000254065,1
ENSG00000254066,0
ENSG00000254067,0
ENSG00000254069,0
ENSG00000254070,0
ENSG00000254073,0
ENSG00000254075,0
ENSG00000254076,0
ENSG00000254077,0
ENSG00000254079,0
ENSG00000254080,0
ENSG00000254081,0
ENSG00000254082,0
ENSG00000254083,0
ENSG00000254084,0
ENSG00000254086,0
ENSG00000254087,812
ENSG00000254088,0
ENSG00000254089,30
ENSG00000254090,2
ENSG00000254091,0
ENSG00000254092,0
ENSG00000254093,305
ENSG00000254094,0
ENSG00000254095,0
ENSG00000254097,0
ENSG00000254098,0
ENSG00000254099,0
ENSG00000254100,6
ENSG00000254101,0
ENSG00000254102,1
ENSG00000254103,0
ENSG00000254104,0
ENSG00000254105,0
ENSG00000254106,0
ENSG00000254109,23
ENSG00000254111,0
ENSG00000254112,0
ENSG00000254113,0
ENSG00000254114,1
ENSG00000254115,0
ENSG00000254118,0
ENSG00000254119,0
ENSG00000254120,0
ENSG00000254122,57
ENSG00000254123,0
ENSG00000254124,0
ENSG00000254126,0
ENSG00000254127,0
ENSG00000254129,0
ENSG00000254130,0
ENSG00000254131,0
ENSG00000254132,2
ENSG00000254134,0
ENSG00000254135,0
ENSG00000254136,0
ENSG00000254138,0
ENSG00000254139,6
ENSG00000254140,0
ENSG00000254141,0
ENSG00000254142,0
ENSG00000254143,13
ENSG00000254144,0
ENSG00000254145,0
ENSG00000254146,0
ENSG00000254150,0
ENSG00000254151,0
ENSG00000254152,0
ENSG00000254153,45
ENSG00000254154,29
ENSG00000254156,0
ENSG00000254157,0
ENSG00000254158,0
ENSG00000254160,0
ENSG00000254161,0
ENSG00000254162,0
ENSG00000254163,0
ENSG00000254164,5
ENSG00000254165,0
ENSG00000254166,0
ENSG00000254167,0
ENSG00000254170,0
ENSG00000254171,0
ENSG00000254172,0
ENSG00000254173,0
ENSG00000254174,0
ENSG00000254175,0
ENSG00000254176,0
ENSG00000254177,0
ENSG00000254178,0
ENSG00000254180,0
ENSG00000254181,0
ENSG00000254182,0
ENSG00000254183,0
ENSG00000254185,0
ENSG00000254186,0
ENSG00000254187,0
ENSG00000254189,0
ENSG00000254190,0
ENSG00000254192,0
ENSG00000254193,0
ENSG00000254194,0
ENSG00000254195,0
ENSG00000254197,0
ENSG00000254198,2
ENSG00000254199,0
ENSG00000254200,0
ENSG00000254201,0
ENSG00000254202,0
ENSG00000254203,0
ENSG00000254204,0
ENSG00000254205,4
ENSG00000254206,38
ENSG00000254207,0
ENSG00000254208,0
ENSG00000254209,0
ENSG00000254211,0
ENSG00000254212,0
ENSG00000254213,7
ENSG00000254215,0
ENSG00000254216,0
ENSG00000254219,0
ENSG00000254220,0
ENSG00000254221,32
ENSG00000254222,0
ENSG00000254223,0
ENSG00000254224,0
ENSG00000254225,0
ENSG00000254226,1
ENSG00000254227,0
ENSG00000254228,0
ENSG00000254229,0
ENSG00000254230,0
ENSG00000254231,255
ENSG00000254233,4
ENSG00000254235,0
ENSG00000254236,0
ENSG00000254237,0
ENSG00000254238,0
ENSG00000254239,0
ENSG00000254240,0
ENSG00000254241,0
ENSG00000254242,0
ENSG00000254244,1
ENSG00000254245,4
ENSG00000254246,0
ENSG00000254247,1
ENSG00000254248,8
ENSG00000254249,0
ENSG00000254251,0
ENSG00000254252,0
ENSG00000254253,2
ENSG00000254254,0
ENSG00000254255,0
ENSG00000254256,0
ENSG00000254258,0
ENSG00000254260,0
ENSG00000254261,3
ENSG00000254262,0
ENSG00000254263,0
ENSG00000254264,0
ENSG00000254265,0
ENSG00000254266,13
ENSG00000254267,0
ENSG00000254268,0
ENSG00000254269,0
ENSG00000254270,2
ENSG00000254271,0
ENSG00000254272,1
ENSG00000254273,0
ENSG00000254274,0
ENSG00000254275,0
ENSG00000254277,0
ENSG00000254278,0
ENSG00000254279,0
ENSG00000254281,3
ENSG00000254283,0
ENSG00000254285,129
ENSG00000254286,9
ENSG00000254287,0
ENSG00000254288,22
ENSG00000254289,0
ENSG00000254290,21
ENSG00000254291,0
ENSG00000254292,0
ENSG00000254293,0
ENSG00000254294,0
ENSG00000254295,0
ENSG00000254297,0
ENSG00000254298,0
ENSG00000254299,0
ENSG00000254300,0
ENSG00000254302,0
ENSG00000254303,0
ENSG00000254305,0
ENSG00000254306,0
ENSG00000254307,0
ENSG00000254308,0
ENSG00000254309,0
ENSG00000254310,0
ENSG00000254311,0
ENSG00000254312,0
ENSG00000254313,0
ENSG00000254314,0
ENSG00000254315,0
ENSG00000254316,0
ENSG00000254317,2
ENSG00000254319,11
ENSG00000254320,0
ENSG00000254321,0
ENSG00000254324,0
ENSG00000254325,0
ENSG00000254326,0
ENSG00000254328,0
ENSG00000254329,0
ENSG00000254330,0
ENSG00000254331,0
ENSG00000254332,18
ENSG00000254333,1
ENSG00000254334,0
ENSG00000254335,0
ENSG00000254336,0
ENSG00000254337,98
ENSG00000254338,0
ENSG00000254339,0
ENSG00000254340,45
ENSG00000254341,0
ENSG00000254342,0
ENSG00000254343,86
ENSG00000254344,0
ENSG00000254345,0
ENSG00000254346,0
ENSG00000254347,0
ENSG00000254348,0
ENSG00000254349,1
ENSG00000254350,0
ENSG00000254351,0
ENSG00000254352,0
ENSG00000254355,0
ENSG00000254357,0
ENSG00000254358,0
ENSG00000254361,0
ENSG00000254362,0
ENSG00000254363,76
ENSG00000254364,0
ENSG00000254365,0
ENSG00000254366,22
ENSG00000254367,0
ENSG00000254369,12
ENSG00000254370,9
ENSG00000254372,0
ENSG00000254373,3
ENSG00000254376,0
ENSG00000254377,0
ENSG00000254380,0
ENSG00000254381,0
ENSG00000254383,0
ENSG00000254384,0
ENSG00000254387,0
ENSG00000254388,7
ENSG00000254389,201
ENSG00000254391,0
ENSG00000254392,0
ENSG00000254394,0
ENSG00000254395,10
ENSG00000254396,0
ENSG00000254397,0
ENSG00000254398,0
ENSG00000254399,118
ENSG00000254400,0
ENSG00000254401,0
ENSG00000254402,0
ENSG00000254403,0
ENSG00000254404,2
ENSG00000254406,0
ENSG00000254407,0
ENSG00000254408,0
ENSG00000254409,14
ENSG00000254411,0
ENSG00000254412,0
ENSG00000254413,18
ENSG00000254414,0
ENSG00000254415,24
ENSG00000254416,2
ENSG00000254417,12
ENSG00000254418,7
ENSG00000254419,4
ENSG00000254420,6
ENSG00000254422,0
ENSG00000254423,0
ENSG00000254424,0
ENSG00000254425,0
ENSG00000254427,9
ENSG00000254428,7
ENSG00000254429,12
ENSG00000254430,0
ENSG00000254431,0
ENSG00000254432,11
ENSG00000254433,12
ENSG00000254434,0
ENSG00000254436,0
ENSG00000254437,0
ENSG00000254438,0
ENSG00000254440,9
ENSG00000254441,0
ENSG00000254442,0
ENSG00000254443,0
ENSG00000254444,0
ENSG00000254445,0
ENSG00000254447,0
ENSG00000254449,0
ENSG00000254450,0
ENSG00000254451,0
ENSG00000254452,0
ENSG00000254453,0
ENSG00000254454,0
ENSG00000254455,0
ENSG00000254456,0
ENSG00000254457,0
ENSG00000254458,7
ENSG00000254459,1
ENSG00000254460,0
ENSG00000254461,2
ENSG00000254462,0
ENSG00000254463,4
ENSG00000254464,0
ENSG00000254465,0
ENSG00000254466,0
ENSG00000254467,0
ENSG00000254468,0
ENSG00000254469,59
ENSG00000254470,364
ENSG00000254471,0
ENSG00000254472,2
ENSG00000254473,92
ENSG00000254475,0
ENSG00000254477,0
ENSG00000254478,0
ENSG00000254479,0
ENSG00000254480,10
ENSG00000254481,5
ENSG00000254482,0
ENSG00000254483,0
ENSG00000254484,0
ENSG00000254485,21
ENSG00000254486,3
ENSG00000254487,0
ENSG00000254488,0
ENSG00000254489,1
ENSG00000254490,0
ENSG00000254491,0
ENSG00000254492,0
ENSG00000254495,0
ENSG00000254496,0
ENSG00000254497,0
ENSG00000254498,0
ENSG00000254499,1
ENSG00000254500,0
ENSG00000254501,7
ENSG00000254502,2
ENSG00000254503,7
ENSG00000254505,243
ENSG00000254506,0
ENSG00000254507,14
ENSG00000254508,0
ENSG00000254509,0
ENSG00000254510,17
ENSG00000254511,0
ENSG00000254512,0
ENSG00000254514,0
ENSG00000254515,0
ENSG00000254516,0
ENSG00000254517,0
ENSG00000254518,0
ENSG00000254519,0
ENSG00000254521,0
ENSG00000254522,0
ENSG00000254524,0
ENSG00000254526,0
ENSG00000254527,0
ENSG00000254528,0
ENSG00000254529,0
ENSG00000254530,0
ENSG00000254531,1503
ENSG00000254532,6
ENSG00000254533,22
ENSG00000254534,0
ENSG00000254535,72
ENSG00000254536,0
ENSG00000254537,0
ENSG00000254538,0
ENSG00000254539,0
ENSG00000254540,0
ENSG00000254541,0
ENSG00000254542,0
ENSG00000254543,1
ENSG00000254544,0
ENSG00000254545,3
ENSG00000254546,0
ENSG00000254547,0
ENSG00000254548,6
ENSG00000254550,0
ENSG00000254551,0
ENSG00000254552,0
ENSG00000254553,0
ENSG00000254554,0
ENSG00000254555,0
ENSG00000254556,0
ENSG00000254557,0
ENSG00000254558,0
ENSG00000254559,0
ENSG00000254560,33
ENSG00000254561,0
ENSG00000254562,0
ENSG00000254563,0
ENSG00000254564,0
ENSG00000254565,0
ENSG00000254566,0
ENSG00000254567,0
ENSG00000254568,0
ENSG00000254569,0
ENSG00000254571,0
ENSG00000254572,0
ENSG00000254573,7
ENSG00000254574,0
ENSG00000254575,0
ENSG00000254576,0
ENSG00000254577,0
ENSG00000254578,0
ENSG00000254579,0
ENSG00000254580,0
ENSG00000254581,0
ENSG00000254582,0
ENSG00000254583,0
ENSG00000254584,0
ENSG00000254585,104
ENSG00000254586,0
ENSG00000254587,0
ENSG00000254588,0
ENSG00000254589,0
ENSG00000254590,0
ENSG00000254591,0
ENSG00000254592,0
ENSG00000254593,1
ENSG00000254594,0
ENSG00000254595,19
ENSG00000254596,0
ENSG00000254597,0
ENSG00000254598,0
ENSG00000254599,0
ENSG00000254601,0
ENSG00000254602,0
ENSG00000254603,0
ENSG00000254604,22
ENSG00000254605,77
ENSG00000254606,0
ENSG00000254607,0
ENSG00000254608,5
ENSG00000254609,2
ENSG00000254610,14
ENSG00000254612,92
ENSG00000254613,0
ENSG00000254614,51
ENSG00000254615,19
ENSG00000254616,11
ENSG00000254617,0
ENSG00000254618,0
ENSG00000254619,1
ENSG00000254620,4
ENSG00000254621,0
ENSG00000254622,0
ENSG00000254623,0
ENSG00000254624,0
ENSG00000254625,0
ENSG00000254626,9
ENSG00000254627,0
ENSG00000254629,0
ENSG00000254630,0
ENSG00000254631,1
ENSG00000254632,0
ENSG00000254633,0
ENSG00000254634,2
ENSG00000254635,2174
ENSG00000254636,0
ENSG00000254637,0
ENSG00000254638,0
ENSG00000254639,0
ENSG00000254640,0
ENSG00000254641,0
ENSG00000254642,0
ENSG00000254644,0
ENSG00000254645,0
ENSG00000254646,0
ENSG00000254647,0
ENSG00000254648,5
ENSG00000254649,0
ENSG00000254650,0
ENSG00000254651,0
ENSG00000254653,0
ENSG00000254654,24
ENSG00000254655,0
ENSG00000254656,0
ENSG00000254658,0
ENSG00000254659,0
ENSG00000254660,0
ENSG00000254661,0
ENSG00000254662,21
ENSG00000254663,0
ENSG00000254664,0
ENSG00000254665,0
ENSG00000254667,2
ENSG00000254668,0
ENSG00000254669,0
ENSG00000254670,10
ENSG00000254671,0
ENSG00000254672,0
ENSG00000254673,0
ENSG00000254674,0
ENSG00000254675,3
ENSG00000254676,4
ENSG00000254677,0
ENSG00000254678,0
ENSG00000254680,0
ENSG00000254681,76
ENSG00000254682,110
ENSG00000254683,0
ENSG00000254684,0
ENSG00000254685,653
ENSG00000254686,0
ENSG00000254687,0
ENSG00000254688,0
ENSG00000254689,0
ENSG00000254690,0
ENSG00000254691,0
ENSG00000254692,0
ENSG00000254693,0
ENSG00000254694,5
ENSG00000254695,3
ENSG00000254696,0
ENSG00000254697,0
ENSG00000254698,0
ENSG00000254699,0
ENSG00000254700,0
ENSG00000254701,3
ENSG00000254702,0
ENSG00000254703,22
ENSG00000254704,0
ENSG00000254705,0
ENSG00000254706,2
ENSG00000254707,0
ENSG00000254708,0
ENSG00000254709,198
ENSG00000254710,0
ENSG00000254712,0
ENSG00000254713,0
ENSG00000254714,0
ENSG00000254715,0
ENSG00000254717,16
ENSG00000254718,10
ENSG00000254719,1
ENSG00000254720,0
ENSG00000254721,0
ENSG00000254722,0
ENSG00000254723,0
ENSG00000254724,0
ENSG00000254725,0
ENSG00000254726,1877
ENSG00000254727,0
ENSG00000254728,0
ENSG00000254730,0
ENSG00000254731,3
ENSG00000254732,6
ENSG00000254733,4
ENSG00000254734,0
ENSG00000254735,0
ENSG00000254736,0
ENSG00000254737,0
ENSG00000254738,0
ENSG00000254739,0
ENSG00000254740,0
ENSG00000254741,0
ENSG00000254743,0
ENSG00000254744,5
ENSG00000254746,0
ENSG00000254747,0
ENSG00000254748,0
ENSG00000254749,0
ENSG00000254750,16
ENSG00000254751,0
ENSG00000254752,0
ENSG00000254753,0
ENSG00000254754,0
ENSG00000254755,0
ENSG00000254756,0
ENSG00000254757,0
ENSG00000254758,0
ENSG00000254759,22
ENSG00000254760,0
ENSG00000254761,1
ENSG00000254762,0
ENSG00000254764,0
ENSG00000254765,0
ENSG00000254767,0
ENSG00000254768,0
ENSG00000254769,0
ENSG00000254770,0
ENSG00000254771,0
ENSG00000254772,18
ENSG00000254774,0
ENSG00000254775,0
ENSG00000254776,0
ENSG00000254777,6
ENSG00000254779,0
ENSG00000254780,1
ENSG00000254781,0
ENSG00000254783,44
ENSG00000254784,0
ENSG00000254785,0
ENSG00000254786,37
ENSG00000254787,0
ENSG00000254788,0
ENSG00000254789,0
ENSG00000254790,0
ENSG00000254791,15
ENSG00000254792,0
ENSG00000254793,0
ENSG00000254794,0
ENSG00000254795,0
ENSG00000254796,0
ENSG00000254798,0
ENSG00000254799,10
ENSG00000254800,0
ENSG00000254801,0
ENSG00000254802,3
ENSG00000254803,0
ENSG00000254804,0
ENSG00000254805,0
ENSG00000254806,21
ENSG00000254807,0
ENSG00000254810,3
ENSG00000254811,1
ENSG00000254812,0
ENSG00000254813,0
ENSG00000254814,0
ENSG00000254815,45
ENSG00000254816,0
ENSG00000254817,0
ENSG00000254818,0
ENSG00000254819,0
ENSG00000254820,0
ENSG00000254821,0
ENSG00000254822,0
ENSG00000254823,0
ENSG00000254824,0
ENSG00000254825,0
ENSG00000254826,0
ENSG00000254827,137
ENSG00000254828,0
ENSG00000254829,0
ENSG00000254830,0
ENSG00000254831,0
ENSG00000254832,0
ENSG00000254833,0
ENSG00000254834,0
ENSG00000254835,0
ENSG00000254836,0
ENSG00000254837,457
ENSG00000254838,41
ENSG00000254839,0
ENSG00000254840,0
ENSG00000254841,0
ENSG00000254842,0
ENSG00000254843,0
ENSG00000254844,0
ENSG00000254846,0
ENSG00000254847,2
ENSG00000254848,0
ENSG00000254850,0
ENSG00000254851,37
ENSG00000254852,0
ENSG00000254853,0
ENSG00000254854,25
ENSG00000254855,0
ENSG00000254856,0
ENSG00000254857,0
ENSG00000254858,1058
ENSG00000254859,0
ENSG00000254860,40
ENSG00000254861,0
ENSG00000254862,0
ENSG00000254863,0
ENSG00000254864,0
ENSG00000254865,0
ENSG00000254866,7
ENSG00000254867,0
ENSG00000254869,0
ENSG00000254870,0
ENSG00000254871,0
ENSG00000254872,10
ENSG00000254873,0
ENSG00000254874,0
ENSG00000254876,6
ENSG00000254877,48
ENSG00000254878,0
ENSG00000254879,4
ENSG00000254880,0
ENSG00000254883,0
ENSG00000254884,0
ENSG00000254885,0
ENSG00000254886,0
ENSG00000254887,0
ENSG00000254888,0
ENSG00000254889,0
ENSG00000254890,0
ENSG00000254891,0
ENSG00000254892,0
ENSG00000254893,3
ENSG00000254894,0
ENSG00000254895,0
ENSG00000254896,0
ENSG00000254897,0
ENSG00000254898,0
ENSG00000254900,2
ENSG00000254901,639
ENSG00000254902,0
ENSG00000254903,0
ENSG00000254905,2
ENSG00000254906,0
ENSG00000254907,8
ENSG00000254909,1
ENSG00000254910,18
ENSG00000254911,27
ENSG00000254912,5
ENSG00000254913,0
ENSG00000254914,0
ENSG00000254915,29
ENSG00000254916,0
ENSG00000254917,0
ENSG00000254919,0
ENSG00000254920,0
ENSG00000254921,0
ENSG00000254923,0
ENSG00000254924,0
ENSG00000254925,0
ENSG00000254926,0
ENSG00000254927,0
ENSG00000254928,0
ENSG00000254929,0
ENSG00000254930,0
ENSG00000254931,6
ENSG00000254932,0
ENSG00000254933,2
ENSG00000254934,0
ENSG00000254935,1
ENSG00000254936,0
ENSG00000254937,0
ENSG00000254938,0
ENSG00000254939,0
ENSG00000254940,0
ENSG00000254941,31
ENSG00000254942,0
ENSG00000254943,0
